utilization,num_tasks,before_success_count,eds_success_count,eds_cum_duration,edf_vd_success_count,edf_vd_cum_duration,amc_success_count,amc_cum_duration,set_size,highest_size
50,10000,10000,10000,0,10000,0,9996,0
50,10000,9999,10000,0,10000,0,9998,0
50,10000,9998,10000,0,10000,0,9991,0
50,10000,9999,10000,0,10000,0,9996,0
50,10000,9999,10000,0,10000,0,9989,0
50,10000,9997,10000,0,10000,0,9989,0
50,10000,9998,10000,0,10000,0,9995,0
50,10000,10000,10000,0,10000,0,9998,0
50,10000,10000,10000,0,10000,0,9997,0
50,10000,9998,10000,0,10000,0,9996,0
50,10000,9998,10000,0,10000,0,9993,0
50,10000,10000,10000,0,10000,0,9995,0
50,10000,9999,10000,0,10000,0,9992,0
50,10000,9999,10000,0,10000,0,9997,0
50,10000,9998,10000,0,10000,0,9995,0
50,10000,9998,10000,0,10000,0,9994,0
50,10000,9999,10000,0,10000,0,9992,0
50,10000,9999,10000,0,10000,0,9995,0
50,10000,10000,10000,0,10000,0,9995,0
50,10000,9996,10000,0,10000,0,9992,0
50,10000,9998,10000,0,10000,0,9994,0
50,10000,10000,10000,0,10000,0,9996,0
50,10000,9997,10000,0,10000,0,9994,0
50,10000,10000,10000,0,10000,0,9996,0
50,10000,10000,10000,0,10000,0,9996,0
50,10000,9999,10000,0,10000,0,9992,0
50,10000,9998,10000,0,10000,0,9991,0
50,10000,10000,10000,0,10000,0,9997,0
100,10000,9980,10000,0,10000,0,9977,0
100,10000,9990,10000,0,10000,0,9977,0
100,10000,9991,10000,0,10000,0,9989,0
100,10000,9986,10000,0,10000,0,9974,0
100,10000,9991,10000,0,10000,0,9982,0
100,10000,9989,10000,0,10000,0,9980,0
100,10000,9985,10000,0,10000,0,9974,0
100,10000,9983,10000,0,10000,0,9977,0
100,10000,9985,10000,0,10000,0,9976,0
100,10000,9987,10000,0,10000,0,9977,0
100,10000,9978,10000,0,10000,0,9966,0
100,10000,9985,10000,0,10000,0,9975,0
100,10000,9977,10000,0,10000,0,9977,0
100,10000,9982,10000,0,10000,0,9980,0
100,10000,9986,10000,0,10000,0,9981,0
100,10000,9980,10000,0,10000,0,9977,0
100,10000,9986,10000,0,10000,0,9980,0
100,10000,9983,10000,0,10000,0,9979,0
100,10000,9980,10000,0,10000,0,9970,0
100,10000,9985,10000,0,10000,0,9977,0
100,10000,9987,10000,0,10000,0,9977,0
100,10000,9987,10000,0,10000,0,9985,0
100,10000,9985,10000,0,10000,0,9974,0
100,10000,9994,10000,0,10000,0,9982,0
100,10000,9982,10000,0,10000,0,9968,0
100,10000,9987,10000,0,10000,0,9976,0
100,10000,9984,10000,0,10000,0,9983,0
100,10000,9972,10000,0,10000,0,9968,0
150,10000,9936,10000,0,10000,0,9948,0
150,10000,9945,10000,0,10000,0,9931,0
150,10000,9953,10000,0,10000,0,9942,0
150,10000,9940,10000,0,10000,0,9917,0
150,10000,9952,10000,0,10000,0,9950,0
150,10000,9933,10000,0,10000,0,9927,0
150,10000,9938,10000,0,10000,0,9923,0
150,10000,9941,10000,0,10000,0,9934,0
150,10000,9943,10000,0,10000,0,9929,0
150,10000,9939,10000,0,10000,0,9922,0
150,10000,9930,10000,0,10000,0,9922,0
150,10000,9935,10000,0,10000,0,9933,0
150,10000,9948,10000,0,10000,0,9943,0
150,10000,9946,10000,0,10000,0,9939,0
150,10000,9935,10000,0,10000,0,9915,0
150,10000,9930,10000,0,10000,0,9932,0
150,10000,9927,10000,0,10000,0,9929,0
150,10000,9944,10000,0,10000,0,9928,0
150,10000,9942,10000,0,10000,0,9929,0
150,10000,9928,10000,0,10000,0,9928,0
150,10000,9948,10000,0,10000,0,9936,0
150,10000,9939,10000,0,10000,0,9936,0
150,10000,9953,10000,0,10000,0,9949,0
150,10000,9944,10000,0,10000,0,9930,0
150,10000,9953,10000,0,10000,0,9938,0
150,10000,9936,10000,0,10000,0,9931,0
150,10000,9938,10000,0,10000,0,9939,0
150,10000,9924,10000,0,10000,0,9921,0
200,10000,9856,10000,0,10000,0,9866,0
200,10000,9867,10000,0,10000,0,9868,0
200,10000,9853,10000,0,10000,0,9842,0
200,10000,9834,10000,0,10000,0,9860,0
200,10000,9853,10000,0,10000,0,9861,0
200,10000,9821,10000,0,10000,0,9845,0
200,10000,9863,10000,0,10000,0,9884,0
200,10000,9846,10000,0,10000,0,9849,0
200,10000,9856,10000,0,10000,0,9854,0
200,10000,9830,10000,0,10000,0,9848,0
200,10000,9877,10000,0,10000,0,9868,0
200,10000,9854,10000,0,10000,0,9852,0
